y3_hhid,gardenid,plotid,crop_loss,crop_loss_reason_rain_excess,crop_loss_reason_rain_little,crop_loss_reason_insects,crop_loss_reason_disease,crop_loss_reason_weeds,crop_loss_reason_hail,crop_loss_reason_floods,crop_loss_reason_frost,crop_loss_reason_animals,crop_loss_reason_locust,crop_loss_reason_birds,crop_loss_reason_shortage,crop_loss_reason_fertility,crop_loss_reason_security,crop_loss_reason_spoiled,crop_loss_reason_other,area_loss,area_loss_reason_drought,area_loss_reason_insects,area_loss_reason_animals,area_loss_reason_theft,area_loss_reason_disease,area_loss_reason_labor,area_loss_reason_other,area_loss_reason_rains,area_loss_reason_floods,area_loss_reason_fire,area_loss_reason_not_finished,pure_stand,pure_stand_maize,entire_plot_planted,harvest_completed,planting_month,planting_year,harvesting_month_start,harvesting_month_end,area_planted_with_crop,kgs_harvested,plot_area_ha,first_crop_planted,second_crop_planted,third_crop_planted,fourth_crop_planted,fifth_crop_planted,soil_type,soil_quality,plot_slope,month_planted_plot,half_month_planted_plot,plot_area_gps,area_planted,cultivated,season,crop_cutting,area_harvested,crop_loss_ha,area_harvested_with_crop,plot_elevation,plot_twi,hh_gps_lat,hh_gps_long,annual_temp,annual_precip,ea_id,region,district,ta_code,reside
1594-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.750978,35.011747,215,1024,30801672,South,Mulanje,1,URBAN
1594-005,RG01,R01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.3080000000000001,MAIZE,PIGEONPEA(NANDOLO),,,,Clay (Katondo),Fair,Slight slope,NOVEMBER,2ND HALF,1,,1,Rainy,,,,,550,13,-16.1134,35.4092,224,1485,30801672,South,Mulanje,1,RURAL
1594-006,RG02,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,1,1,12,,5.5,5.5,2,1.5,.48,MAIZE,PIGEONPEA(NANDOLO),,,,Clay (Katondo),Good,Slight slope,DECEMBER,1ST HALF,1,.95999998,1,Rainy,,,,,570,13,-16.1134,35.4092,224,1485,30801672,South,Mulanje,1,RURAL
1594-006,RG01,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,1,1,12,,4,4,3,169.122688293457,.7120000000000001,MAIZE,SORGHUM,PIGEONPEA(NANDOLO),,,Clay (Katondo),Good,Slight slope,DECEMBER,1ST HALF,1,2.1359999,1,Rainy,,,,,550,13,-16.1134,35.4092,224,1485,30801672,South,Mulanje,1,RURAL
1594-006,DG01,D01,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,0,0,1,1,9,,,,2,0,,TOMATO,TANAPOSI,,,,Clay (Katondo),Good,Moderate slope,SEPTEMBER,1ST HALF,0,,1,Dry,,,,,,,,,,,30801672,South,Mulanje,1,RURAL
1595-001,RG01,R01,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,0,0,1,1,12,,4,4,3,0,.208,MAIZE,PIGEONPEA(NANDOLO),NKHWANI,,,Clay (Katondo),Fair,Slight slope,DECEMBER,1ST HALF,1,.62400001,1,Rainy,,,,,660,19,-15.5763,35.5519,224,1430,30901054,South,Phalombe,1,RURAL
1595-001,RG02,R01,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,0,0,1,1,12,,4,4,3,0,.124,MAIZE,PIGEONPEA(NANDOLO),NKHWANI,,,Clay (Katondo),Good,Slight slope,DECEMBER,1ST HALF,1,.37200001,1,Rainy,,,,,660,16,-15.5763,35.5519,224,1430,30901054,South,Phalombe,1,RURAL
1596-001,RG01,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,1,1,11,,5.5,5.5,2,284.9027862548828,.248,MAIZE,PIGEONPEA(NANDOLO),,,,Clay (Katondo),Good,Slight slope,NOVEMBER,1ST HALF,1,.49599999,1,Rainy,,,,,550,14,-16.1134,35.4092,224,1483,30801672,South,Mulanje,1,RURAL
1596-001,RG02,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,1,1,11,,5.5,5.5,2,107.685188293457,.256,MAIZE,PIGEONPEA(NANDOLO),,,,Clay (Katondo),Good,Slight slope,NOVEMBER,1ST HALF,1,.51200002,1,Rainy,,,,,530,13,-16.1134,35.4092,224,1483,30801672,South,Mulanje,1,RURAL
1597-002,RG01,R01,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,0,0,0,1,12,,5,5,1,160.0277862548828,.5559999999999999,MAIZE,SORGHUM,,,,Sandy (Mchenga),Good,Flat,DECEMBER,1ST HALF,1,.55599999,1,Rainy,,,,,660,13,-15.481705,35.504399,225,1350,30901054,South,Phalombe,1,RURAL
1598-001,RG02,R01,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,0,0,1,1,11,,4,4,2,1396.002319335938,.46,MAIZE,PIGEONPEA(NANDOLO),,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Flat,NOVEMBER,1ST HALF,1,.92000002,1,Rainy,,,,,670,15,-15.5763,35.5519,225,1414,30901054,South,Phalombe,1,RURAL
1598-001,RG01,R01,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,1,0,1,11,,4,4,0,213.3703765869141,.2,MAIZE,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Flat,NOVEMBER,1ST HALF,1,0,1,Rainy,,,,,650,16,-15.5763,35.5519,225,1414,30901054,South,Phalombe,1,RURAL
1598-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.5763,35.5519,225,1414,30901054,South,Phalombe,1,RURAL
1599-001,RG01,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,1,1,12,,4,4,3,203.0320358276367,.256,MAIZE,GROUNDNUT,PIGEONPEA(NANDOLO),,,Sandy (Mchenga),Poor,Moderate slope,DECEMBER,2ND HALF,1,.76800001,1,Rainy,,,,,570,13,-16.1134,35.4092,222,1497,30801672,South,Mulanje,1,RURAL
1600-001,RG02,R01,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,0,0,1,1,10,,4,4,4,160.0277862548828,.5599999999999999,MAIZE,SORGHUM,PIGEONPEA(NANDOLO),NKHWANI,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Slight slope,OCTOBER,2ND HALF,1,2.24,1,Rainy,,,,,650,15,-15.5763,35.5519,225,1416,30901054,South,Phalombe,1,RURAL
1600-001,RG01,R01,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,0,0,1,1,10,,4,4,3,25,.072,MAIZE,PIGEONPEA(NANDOLO),NKHWANI,,,Sandy (Mchenga),Poor,Slight slope,OCTOBER,2ND HALF,1,.21600001,1,Rainy,,,,,650,14,-15.5763,35.5519,225,1416,30901054,South,Phalombe,1,RURAL
1601-001,RG02,R01,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,0,0,1,1,11,,6,6,3,106.685188293457,.24,MAIZE,PIGEONPEA(NANDOLO),SORGHUM,,,Sandy (Mchenga),Fair,Moderate slope,NOVEMBER,2ND HALF,1,.72000003,1,Rainy,,,,,570,13,-16.1134,35.4092,224,1477,30801672,South,Mulanje,1,RURAL
1601-001,RG03,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,1,1,11,,5.5,5.5,2,53.34259414672852,.096,MAIZE,PIGEONPEA(NANDOLO),,,,Clay (Katondo),Fair,Flat,NOVEMBER,2ND HALF,1,.192,1,Rainy,,,,,540,13,-16.1134,35.4092,224,1477,30801672,South,Mulanje,1,RURAL
1601-001,RG01,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,1,1,11,,5.5,5.5,2,240.0416717529297,.3240000000000001,MAIZE,PIGEONPEA(NANDOLO),,,,Clay (Katondo),Fair,Flat,NOVEMBER,2ND HALF,1,.648,1,Rainy,,,,,540,13,-16.1134,35.4092,224,1477,30801672,South,Mulanje,1,RURAL
1602-001,RG02,R01,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,0,0,1,1,11,,4,4,1,213.3703765869141,.212,MAIZE,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Flat,NOVEMBER,1ST HALF,1,.212,1,Rainy,,,,,660,14,-15.5763,35.5519,224,1420,30901054,South,Phalombe,1,RURAL
1602-001,RG01,R01,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,0,0,1,1,11,,4,4,2,274.7129821777344,.176,MAIZE,PIGEONPEA(NANDOLO),,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Slight slope,NOVEMBER,1ST HALF,1,.352,1,Rainy,,,,,660,18,-15.5763,35.5519,224,1420,30901054,South,Phalombe,1,RURAL
1602-002,RG02,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,1,1,11,,5,5,2,29,.036,MAIZE,PIGEONPEA(NANDOLO),,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Flat,NOVEMBER,1ST HALF,1,.071999997,1,Rainy,,,,,660,14,-15.5763,35.5519,224,1421,30901054,South,Phalombe,1,RURAL
1602-002,RG01,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,1,1,11,,5,5,2,53.34259414672852,.256,MAIZE,PIGEONPEA(NANDOLO),,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Flat,NOVEMBER,1ST HALF,1,.51200002,1,Rainy,,,,,660,16,-15.5763,35.5519,224,1421,30901054,South,Phalombe,1,RURAL
1603-001,RG04,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,1,0,1,12,,4,4,0,266.7129821777344,.456,MAIZE,,,,,Sandy (Mchenga),Good,Slight slope,DECEMBER,1ST HALF,1,0,1,Rainy,,,,,650,13,-15.5763,35.5519,224,1409,30901054,South,Phalombe,1,RURAL
1603-001,RG01,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,1,1,12,,5,5,2,426.7407531738281,.176,MAIZE,PIGEONPEA(NANDOLO),,,,Sandy (Mchenga),Good,Flat,DECEMBER,1ST HALF,1,.352,1,Rainy,,,,,650,16,-15.5763,35.5519,224,1409,30901054,South,Phalombe,1,RURAL
1603-001,RG02,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,1,0,1,12,,4,4,0,266.7129821777344,.2,MAIZE,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Flat,DECEMBER,1ST HALF,1,0,1,Rainy,,,,,650,14,-15.5763,35.5519,224,1409,30901054,South,Phalombe,1,RURAL
1603-001,RG03,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,1,0,1,12,,4,4,0,266.7129821777344,.252,MAIZE,,,,,Sandy (Mchenga),Good,Flat,DECEMBER,1ST HALF,1,0,1,Rainy,,,,,650,15,-15.5763,35.5519,224,1409,30901054,South,Phalombe,1,RURAL
1603-001,RG06,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,,,,0,0,.404,,,,,,Sandy (Mchenga),Fair,Flat,,,1,0,0,Rainy,,,,,650,16,-15.5763,35.5519,224,1409,30901054,South,Phalombe,1,RURAL
1603-001,RG05,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,1,0,1,12,,4,4,0,160.0277862548828,.26,MAIZE,,,,,Sandy (Mchenga),Good,Slight slope,DECEMBER,1ST HALF,1,0,1,Rainy,,,,,650,14,-15.5763,35.5519,224,1409,30901054,South,Phalombe,1,RURAL
1604-001,RG01,R01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.096,,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Flat,,,1,,0,Rainy,,,,,650,15,-15.404472,35.324632,212,1267,30901054,South,Phalombe,1,URBAN
1604-001,RG02,R01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.332,,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Flat,,,1,,0,Rainy,,,,,650,13,-15.404472,35.324632,212,1267,30901054,South,Phalombe,1,URBAN
1604-001,RG03,R01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.052,,,,,,Clay (Katondo),Good,Flat,,,1,,0,Rainy,,,,,650,14,-15.404472,35.324632,212,1267,30901054,South,Phalombe,1,URBAN
1605-001,RG03,R01,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,0,0,1,1,11,,4,4,2,0,.416,MAIZE,PIGEONPEA(NANDOLO),,,,Sandy (Mchenga),Poor,Flat,NOVEMBER,2ND HALF,1,.83200002,1,Rainy,,,,,660,15,-15.5763,35.5519,224,1420,30901054,South,Phalombe,1,RURAL
1605-001,RG02,R01,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,0,0,1,1,11,,4,4,2,1.5,.24,MAIZE,PIGEONPEA(NANDOLO),,,,Sandy (Mchenga),Poor,Flat,NOVEMBER,2ND HALF,1,.47999999,1,Rainy,,,,,660,16,-15.5763,35.5519,224,1420,30901054,South,Phalombe,1,RURAL
1605-001,RG01,R01,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,1,0,1,11,,4,4,0,80.01389312744141,.3240000000000001,MAIZE,,,,,Sandy (Mchenga),Poor,Flat,NOVEMBER,2ND HALF,1,0,1,Rainy,,,,,660,15,-15.5763,35.5519,224,1420,30901054,South,Phalombe,1,RURAL
1606-001,RG01,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,1,1,12,,4,4,2.75,5,.24,MAIZE,PIGEONPEA(NANDOLO),SORGHUM,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Slight slope,NOVEMBER,2ND HALF,1,.66000003,1,Rainy,,,,,710,15,-15.8284,35.3532,218,1519,30806611,South,Mulanje,6,RURAL
1606-001,RG03,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,1,0,12,,5.5,5.5,2,0,1.52,MAIZE,PIGEONPEA(NANDOLO),,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Slight slope,NOVEMBER,2ND HALF,1,3.04,1,Rainy,,,,,710,15,-15.8284,35.3532,218,1519,30806611,South,Mulanje,6,RURAL
1606-001,RG02,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,1,0,12,,7,7,3,0,.092,TOBACCO,PIGEONPEA(NANDOLO),SUNFLOWER,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Flat,DECEMBER,1ST HALF,1,.27599999,1,Rainy,,,,,710,14,-15.8284,35.3532,218,1519,30806611,South,Mulanje,6,RURAL
1607-001,RG02,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,1,0,12,,5.5,5.5,3.125,0,.04,MAIZE,SORGHUM,PIGEONPEA(NANDOLO),NKHWANI,,Sandy (Mchenga),Poor,Slight slope,DECEMBER,1ST HALF,1,.125,1,Rainy,,,,,730,13,-15.8284,35.3532,217,1498,30806611,South,Mulanje,6,RURAL
1607-001,RG01,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,1,1,12,,7,7,3.375,26.67129707336426,.276,MAIZE,SORGHUM,PIGEONPEA(NANDOLO),NKHWANI,TOMATO,Sandy (Mchenga),Poor,Moderate slope,DECEMBER,1ST HALF,1,.93150002,1,Rainy,,,,,730,14,-15.8284,35.3532,217,1498,30806611,South,Mulanje,6,RURAL
1607-001,RG03,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,1,0,12,,5.5,5.5,3.125,0,.02,MAIZE,SORGHUM,PIGEONPEA(NANDOLO),NKHWANI,,Sandy (Mchenga),Poor,Flat,DECEMBER,1ST HALF,1,.0625,1,Rainy,,,,,730,13,-15.8284,35.3532,217,1498,30806611,South,Mulanje,6,RURAL
1607-001,RG01,R02,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,1,1,12,,5.5,5.5,3.125,7.820648193359375,.204,MAIZE,PIGEONPEA(NANDOLO),NKHWANI,SORGHUM,,Sandy (Mchenga),Poor,Slight slope,DECEMBER,1ST HALF,1,.63749999,1,Rainy,,,,,730,16,-15.8284,35.3532,217,1498,30806611,South,Mulanje,6,RURAL
1607-002,RG01,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,1,1,12,,4.5,4.5,1.125,10,.124,MAIZE,SORGHUM,,,,Sandy (Mchenga),Good,Flat,DECEMBER,2ND HALF,1,.13950001,1,Rainy,,,,,720,15,-15.8284,35.3532,218,1500,30806611,South,Mulanje,6,RURAL
1607-002,RG03,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,1,1,12,,4,4,2,10,.092,MAIZE,SOYABEAN,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Poor,Flat,DECEMBER,2ND HALF,1,.184,1,Rainy,,,,,720,17,-15.8284,35.3532,218,1500,30806611,South,Mulanje,6,RURAL
1607-002,RG02,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,1,1,12,,4,4,3,20,.092,MAIZE,SUNFLOWER,SORGHUM,,,Sandy (Mchenga),Good,Moderate slope,DECEMBER,2ND HALF,1,.27599999,1,Rainy,,,,,720,19,-15.8284,35.3532,218,1500,30806611,South,Mulanje,6,RURAL
1607-002,DG02,D02,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,0,0,1,4,,6,7,0,0,.02,TOMATO,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Flat,APRIL,1ST HALF,1,0,1,Dry,,,,,720,17,-15.8284,35.3532,218,1500,30806611,South,Mulanje,6,RURAL
1607-002,DG01,D01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,0,0,1,4,,6,7,0,0,.028,TOMATO,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Fair,Slight slope,APRIL,1ST HALF,1,0,1,Dry,,,,,720,23,-15.8284,35.3532,218,1500,30806611,South,Mulanje,6,RURAL
1608-001,RG01,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,1,1,1,,,,3,53.34259414672852,.16,MAIZE,PIGEONPEA(NANDOLO),SORGHUM,,,Sandy (Mchenga),Poor,Moderate slope,JANUARY,1ST HALF,1,.47999999,1,Rainy,,,,,720,14,-15.8284,35.3532,218,1509,30806611,South,Mulanje,6,RURAL
1608-001,RG02,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,0,0,0,1,,,,0,0,.088,SORGHUM,,,,,Sandy (Mchenga),Poor,Slight slope,JANUARY,1ST HALF,1,0,1,Rainy,,,,,720,18,-15.8284,35.3532,218,1509,30806611,South,Mulanje,6,RURAL
1608-001,RG03,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,1,0,1,,,,3,0,.16,MAIZE,SORGHUM,PIGEONPEA(NANDOLO),,,Sandy (Mchenga),Poor,Slight slope,JANUARY,1ST HALF,1,.47999999,1,Rainy,,,,,720,17,-15.8284,35.3532,218,1509,30806611,South,Mulanje,6,RURAL
1608-005,RG01,R04,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,0,0,1,0,12,,5,5,3.125,0,.004,MAIZE,SORGHUM,PEARL MILLET(MCHEWERE),SUNFLOWER,,Sandy (Mchenga),Poor,Flat,DECEMBER,1ST HALF,1,.0125,1,Rainy,,,,,720,17,-15.8284,35.3532,218,1509,30806611,South,Mulanje,6,RURAL
1608-005,RG01,R02,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,0,0,1,1,12,,5,5,4,0,.024,MAIZE,SORGHUM,PEARL MILLET(MCHEWERE),SUNFLOWER,,Sandy (Mchenga),Poor,Flat,DECEMBER,1ST HALF,1,.096000001,1,Rainy,,,,,720,18,-15.8284,35.3532,218,1509,30806611,South,Mulanje,6,RURAL
1608-005,RG01,R03,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,0,0,1,1,12,,5,5,3.125,0,.028,MAIZE,PEARL MILLET(MCHEWERE),SORGHUM,SUNFLOWER,,Sandy (Mchenga),Poor,Flat,DECEMBER,1ST HALF,1,.087499999,1,Rainy,,,,,720,17,-15.8284,35.3532,218,1509,30806611,South,Mulanje,6,RURAL
1608-005,RG01,R01,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,0,0,1,0,12,,5,5,3.125,0,.008,MAIZE,SORGHUM,PEARL MILLET(MCHEWERE),SUNFLOWER,,Sandy (Mchenga),Poor,Flat,DECEMBER,1ST HALF,1,.025,1,Rainy,,,,,720,18,-15.8284,35.3532,218,1509,30806611,South,Mulanje,6,RURAL
1608-005,RG02,R01,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,0,0,1,1,12,,4.5,4.5,3.125,25,.06,MAIZE,SUNFLOWER,PEARL MILLET(MCHEWERE),SORGHUM,,Sandy (Mchenga),Poor,Flat,DECEMBER,1ST HALF,1,.1875,1,Rainy,,,,,720,18,-15.8284,35.3532,218,1509,30806611,South,Mulanje,6,RURAL
1609-001,DG01,D01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,1,0,1,4,,9,9,0,0,,MAIZE,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Flat,APRIL,1ST HALF,0,,1,Dry,,,,,,,,,,,31001749,South,Chikwawa,1,RURAL
1609-001,RG01,R01,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,0,0,1,12,,4,4,0,0,1.976,PEARL MILLET(MCHEWERE),,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Moderate slope,DECEMBER,1ST HALF,1,0,1,Rainy,,,,,170,13,-16.6,34.9673,258,931,31001749,South,Chikwawa,1,RURAL
1609-001,RG04,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,0,0,,,,,0,0,.476,,,,,,Clay (Katondo),Good,Flat,,,1,0,0,Rainy,,,,,130,13,-16.6,34.9673,258,931,31001749,South,Chikwawa,1,RURAL
1609-001,RG03,R01,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,0,0,1,12,,4,4,0,0,.516,PEARL MILLET(MCHEWERE),,,,,Clay (Katondo),Good,Moderate slope,DECEMBER,1ST HALF,1,0,1,Rainy,,,,,160,15,-16.6,34.9673,258,931,31001749,South,Chikwawa,1,RURAL
1609-001,RG02,R01,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,0,0,1,11,,4,4,0,88.80000305175781,2.292,PEARL MILLET(MCHEWERE),,,,,Clay (Katondo),Good,Slight slope,NOVEMBER,2ND HALF,1,0,1,Rainy,,,,,140,13,-16.6,34.9673,258,931,31001749,South,Chikwawa,1,RURAL
1610-001,RG01,R01,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,0,0,1,1,12,,4,4,2,1,.384,SORGHUM,BEANS,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Poor,Slight slope,DECEMBER,1ST HALF,1,.76800001,1,Rainy,,,,,90,15,-16.510482,34.990685,261,911,31001749,South,Chikwawa,1,RURAL
1610-001,DG01,D01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAIZE,,,,,Clay (Katondo),Good,Flat,,,0,,0,Dry,,,,,,,,,,,31001749,South,Chikwawa,1,RURAL
1610-001,RG02,R01,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,0,0,1,1,12,,4,4,3,2,.656,MAIZE,BEANS,OTHER (SPECIFY),,,Between sandy & clay(Pakati pa mchenga ndi katondo),Poor,Moderate slope,DECEMBER,1ST HALF,1,1.9680001,1,Rainy,,,,,70,14,-16.510482,34.990685,261,911,31001749,South,Chikwawa,1,RURAL
1611-001,RG02,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,1,1,12,,5,5,2,53.34259414672852,.224,MAIZE,SORGHUM,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Good,Flat,DECEMBER,2ND HALF,1,.44800001,1,Rainy,,,,,710,15,-15.8284,35.3532,218,1519,30806611,South,Mulanje,6,RURAL
1611-001,RG01,R01,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,0,0,1,1,12,,5,5,2,26.67129707336426,.028,MAIZE,SORGHUM,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Poor,Flat,DECEMBER,2ND HALF,1,.056000002,1,Rainy,,,,,710,16,-15.8284,35.3532,218,1519,30806611,South,Mulanje,6,RURAL
1611-001,DG01,D01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,1,1,3,,6,6.5,1.25,0,.044,TOMATO,SWEET POTATO,,,,Sandy (Mchenga),Poor,Flat,MARCH,2ND HALF,1,.055,1,Dry,,,,,710,13,-15.8284,35.3532,218,1519,30806611,South,Mulanje,6,RURAL
1611-002,RG04,R01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.2,,,,,,Between sandy & clay(Pakati pa mchenga ndi katondo),Poor,Flat,,,1,,0,Rainy,,,,,,,,,,,30806611,South,Mulanje,6,RURAL
1611-002,RG03,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,1,1,1,,4,4,3,20,.3160000000000001,MAIZE,PIGEONPEA(NANDOLO),SORGHUM,,,Sandy (Mchenga),Fair,Moderate slope,JANUARY,1ST HALF,1,.94800001,1,Rainy,,,,,720,14,-15.8284,35.3532,218,1510,30806611,South,Mulanje,6,RURAL
1611-002,RG02,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,0,0,0,1,,7,7,0,0,.244,SUNFLOWER,,,,,Sandy (Mchenga),Poor,Flat,JANUARY,2ND HALF,1,0,1,Rainy,,,,,720,15,-15.8284,35.3532,218,1510,30806611,South,Mulanje,6,RURAL
1611-002,RG01,R01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,1,1,1,,4,4,2,25,.18,MAIZE,SORGHUM,,,,Sandy (Mchenga),Fair,Slight slope,JANUARY,2ND HALF,1,.36000001,1,Rainy,,,,,720,18,-15.8284,35.3532,218,1510,30806611,South,Mulanje,6,RURAL
1612-001,RG02,R01,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,0,0,1,12,,4,4,0,0,.6920000000000001,PEARL MILLET(MCHEWERE),,,,,Clay (Katondo),Good,Slight slope,DECEMBER,1ST HALF,1,0,1,Rainy,,,,,130,13,-16.6,34.9673,261,923,31001749,South,Chikwawa,1,RURAL
1612-001,DG01,D01,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,0,0,1,1,3,,8,8,2,0,,MAIZE,BEANS,,,,Clay (Katondo),Fair,Flat,MARCH,2ND HALF,0,,1,Dry,,,,,,,,,,,31001749,South,Chikwawa,1,RURAL
1612-001,RG01,R01,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,0,0,1,12,,4,4,0,3,.42,COTTON,,,,,Clay (Katondo),Good,Slight slope,DECEMBER,2ND HALF,1,0,1,Rainy,,,,,130,15,-16.6,34.9673,261,923,31001749,South,Chikwawa,1,RURAL
1613-001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.8284,35.3532,218,1510,30806611,South,Mulanje,6,RURAL
1613-001,RG01,R01,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,0,0,1,0,12,,5.5,5.5,2,0,.4,MAIZE,SORGHUM,,,,Other (Specify),Good,Flat,FEBRUARY,1ST HALF,0,.80000001,1,Rainy,,,,,,,,,,,30806611,South,Mulanje,6,RURAL
